transaction_id,transaction_date,year,quarter,month,month_name,customer_id,branch,customer_segment,product_category,product_name,membership_plan,sales_channel,payment_method,campaign,quantity,unit_price_gbp,discount_pct,gross_revenue_gbp,discount_amount_gbp,net_revenue_gbp,estimated_cost_gbp,profit_gbp,is_recurring_payment
TXN-4357FB74A3414F39B12C2BBFC36D080F,2015-10-12,2015,Q4,10,October,CUST-6D68FF905CCD4AB4AC4D67E1B1A2EF66,City Centre,Corporate,Group Class,HIIT Class,Not Applicable,Front Desk,Card,No Campaign,1,15.72,0.0,15.72,0.0,15.72,10.4,5.32,False
TXN-6758C7A851AA4B5F85EF6037A0B5413F,2015-10-13,2015,Q4,10,October,CUST-027D8F2FB50A41D793DA964BA730BB3F,City Centre,Family,Membership,Annual Basic Membership,Basic Annual,Telephone,Cash,No Campaign,1,464.39,0.0,464.39,0.0,464.39,115.75,348.64,False
TXN-4D2E3CFAC0904D00A26D59112959F162,2015-10-14,2015,Q4,10,October,CUST-D9C446ED112A4E2981735FCDDB791A5F,City Centre,Senior,Group Class,Spin Class,Not Applicable,Telephone,Direct Debit,No Campaign,3,14.38,0.05,43.14,2.16,40.98,20.35,20.63,False
TXN-6883CB9692F0463DB80BF9366DB84A55,2015-10-14,2015,Q4,10,October,CUST-02490A77174F4E408E7ECAC037FB65B0,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.72,0.0,46.72,0.0,46.72,15.27,31.45,True
TXN-4595EE06FB9C4B21857CBFCF16376264,2015-10-15,2015,Q4,10,October,CUST-34276F7456A94352B4045A924AFEBF06,Riverside,Family,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,45.09,0.0,45.09,0.0,45.09,14.69,30.4,True
TXN-9C69A2DE0B9C42189FAE88CC6423F9BA,2015-10-15,2015,Q4,10,October,CUST-A92A0FB42AAE4682B50639B0C9DA8785,City Centre,Corporate,Group Class,Yoga Class,Not Applicable,Website,Card,No Campaign,2,12.47,0.0,24.94,0.0,24.94,13.2,11.74,False
TXN-05486D37C14C47A6A86FB59D0505148D,2015-10-20,2015,Q4,10,October,CUST-81DEEE0269B24FCE89EAA41163989914,City Centre,General,Membership,Student Membership,Student Monthly,Front Desk,Card,No Campaign,1,32.73,0.0,32.73,0.0,32.73,11.29,21.44,True
TXN-42D3874CEB3540A9B6D65153AA80158F,2015-10-22,2015,Q4,10,October,CUST-F2D6EF763E7141F3B5140D904933A032,City Centre,Student,Supplement,Protein Powder,Not Applicable,Front Desk,Card,No Campaign,1,32.82,0.0,32.82,0.0,32.82,25.54,7.28,False
TXN-DE798C36751E4C78899746164A37917D,2015-10-22,2015,Q4,10,October,CUST-CA14641DF7C9427AA5329EB5B505A809,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,44.24,0.0,44.24,0.0,44.24,14.34,29.9,True
TXN-331AA0313EFF4DBEB5CB0BAB6D971490,2015-10-23,2015,Q4,10,October,CUST-1303A163359A47F28A80D86B3955F48A,Northside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,44.28,0.0,44.28,0.0,44.28,14.0,30.28,True
TXN-A0F4666C66BB4E64B4436938B2C1CBF7,2015-10-23,2015,Q4,10,October,CUST-694EAE4E8EB64C21968483A1229B376F,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,45.94,0.0,45.94,0.0,45.94,15.02,30.92,True
TXN-E173808E24674A1E935CC2B1CB0C65F3,2015-10-25,2015,Q4,10,October,CUST-1F81149B7D814DADA03DE8B54E4CC543,Riverside,General,Group Class,Spin Class,Not Applicable,Telephone,Cash,No Campaign,3,13.76,0.0,41.28,0.0,41.28,19.35,21.93,False
TXN-FB30B92AF82D4A9693F46531F9DCE28C,2015-10-25,2015,Q4,10,October,CUST-3A5E07A0481A4E15BBFB725665235408,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Card,No Campaign,1,44.69,0.0,44.69,0.0,44.69,14.68,30.01,False
TXN-320745F9D10C4A37B325E61D0D96F679,2015-10-27,2015,Q4,10,October,CUST-91C9F29D0BA449B1B1F92EC7720CFC11,Riverside,Student,Membership,Annual Basic Membership,Basic Annual,Front Desk,Cash,No Campaign,1,449.25,0.03,449.25,13.48,435.77,107.65,328.12,False
TXN-D30FDF99DE96442298A709D74198740A,2015-10-27,2015,Q4,10,October,CUST-70039BDB6FFD47F384A79F6881CA3A47,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Card,Referral Programme,1,65.97,0.1,65.97,6.6,59.37,22.8,36.57,False
TXN-76F4F353DEFF4993B7F9EE8AD86F7A6B,2015-10-28,2015,Q4,10,October,CUST-6E2133467F7A4F5B8515B3E264357A80,City Centre,Corporate,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,No Campaign,1,372.15,0.0,372.15,0.0,372.15,143.81,228.34,False
TXN-6FAB3832C98D41A8A8C99E61CD79BDB4,2015-10-29,2015,Q4,10,October,CUST-7F1C594A063941CD841BA93F3812C1CB,Northside,General,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Card,No Campaign,1,44.45,0.0,44.45,0.0,44.45,14.22,30.23,True
TXN-6C1A2F08CAB14957812C415059A9AB40,2015-10-30,2015,Q4,10,October,CUST-2998CC4930A44870AEA0549868006D1C,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.2,0.03,46.2,1.39,44.81,14.72,30.09,True
TXN-82F8B153CDCD4A1EB02F351336B86136,2015-10-30,2015,Q4,10,October,CUST-5F995B25F0B342F8A19477678C5C089F,City Centre,Student,Joining Fee,Joining Fee,Not Applicable,Website,Direct Debit,No Campaign,1,31.4,0.0,31.4,0.0,31.4,8.07,23.33,False
TXN-87AA4E931A3C4E79BD587340906953E5,2015-10-30,2015,Q4,10,October,CUST-9AF863828E2C41E18EDBCA0C1D1B6AE0,City Centre,Student,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,42.85,0.0,42.85,0.0,42.85,21.6,21.25,False
TXN-04D7409BD19C4C87AC469BE1B09C7E73,2015-11-02,2015,Q4,11,November,CUST-4D2AD0F62A7B46209042AEC2BB381FCB,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Card,Black Friday,1,47.26,0.15,47.26,7.09,40.17,15.07,25.1,True
TXN-159C921C25F24F2BAD415764A42B30B4,2015-11-02,2015,Q4,11,November,CUST-A607A71E3EDB4EA1B59B13788956969E,City Centre,Young Professional,Supplement,Protein Powder,Not Applicable,Telephone,Cash,Black Friday,3,32.71,0.2,98.13,19.63,78.5,63.01,15.49,False
TXN-5D80932A5D3446FD87B89419684EF420,2015-11-02,2015,Q4,11,November,CUST-AC1F12176A9B4020BC90B343EEF6B366,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Telephone,Bank Transfer,Black Friday,1,491.41,0.2,491.41,98.28,393.13,123.41,269.72,True
TXN-CC5152FAA7B440BE85B02FC38E836271,2015-11-02,2015,Q4,11,November,CUST-A48F8947A0654F2B9709C46CC881C839,Northside,General,Group Class,Spin Class,Not Applicable,Front Desk,Card,No Campaign,2,13.66,0.0,27.32,0.0,27.32,14.11,13.21,False
TXN-E2D69DC38618419CA3F5142D9D7A2C53,2015-11-02,2015,Q4,11,November,CUST-C937998B039C432AAEF44E773DA05FCE,City Centre,Senior,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,No Campaign,1,47.21,0.0,47.21,0.0,47.21,14.83,32.38,True
TXN-E6E1763183B24D32AB313340206A653C,2015-11-02,2015,Q4,11,November,CUST-7381D13628C2460F831B94F32DACC16C,City Centre,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,Black Friday,1,33.39,0.15,33.39,5.01,28.38,11.64,16.74,True
TXN-07A7DA25C84B4A5E8700A286034D7319,2015-11-03,2015,Q4,11,November,CUST-57DF883ADE0C4E9FAF93FBD4A2575876,City Centre,Young Professional,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,Referral Programme,1,366.8,0.1,366.8,36.68,330.12,147.87,182.25,False
TXN-D8D4605DF46F41518EE344C708B94654,2015-11-03,2015,Q4,11,November,CUST-2C74B02A16E74F9A97731A6679AB84F0,Riverside,Family,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Direct Debit,No Campaign,1,45.45,0.03,45.45,1.36,44.09,14.17,29.92,True
TXN-9DFC61C0509C4DA6A50F261359364445,2015-11-04,2015,Q4,11,November,CUST-642CBB8975F248A48C7BAFF3CDBB8170,Northside,Student,Supplement,Energy Drink,Not Applicable,Front Desk,Card,Black Friday,3,3.46,0.15,10.38,1.56,8.82,8.47,0.35,False
TXN-B8916936987042D080ECE35D8627D548,2015-11-04,2015,Q4,11,November,CUST-7F7DB18A5F0F4B7887C4F2D9A46E50A7,City Centre,Senior,Group Class,Yoga Class,Not Applicable,Corporate Partner,Bank Transfer,No Campaign,2,12.56,0.0,25.12,0.0,25.12,13.1,12.02,False
TXN-FC7EC7E32DCE41C7867FCCA017C67BC3,2015-11-04,2015,Q4,11,November,CUST-B621156965204D40A8323B2A3A456485,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,Referral Programme,1,32.05,0.1,32.05,3.21,28.84,11.0,17.84,True
TXN-FCF974D6948343769F3ADEC156A7DEB9,2015-11-04,2015,Q4,11,November,CUST-C8109F005D544A9DACAF1051F2CF7145,Riverside,Corporate,Membership,Monthly Premium Membership,Premium Monthly,Website,Direct Debit,Referral Programme,1,66.02,0.08,66.02,5.28,60.74,22.53,38.21,False
TXN-28364169C3C344E8A5BAE645555FC2B9,2015-11-05,2015,Q4,11,November,CUST-F55F5F9185DB4B01A2EBD18AB41F29B4,City Centre,Senior,Merchandise,Gym T-Shirt,Not Applicable,Website,Card,Black Friday,1,22.4,0.25,22.4,5.6,16.8,16.13,0.67,False
TXN-2DC7FBFC36E142A6AF3C7467D297C634,2015-11-05,2015,Q4,11,November,CUST-90F0C4F1D713448EB7DAC5B5317489F8,Northside,Senior,Group Class,Yoga Class,Not Applicable,Mobile App,Card,No Campaign,3,11.82,0.0,35.46,0.0,35.46,16.33,19.13,False
TXN-DF03F1C3A1B446A887FF274D8965CF45,2015-11-05,2015,Q4,11,November,CUST-D52162BC1A1241ADA1EE5D8204596D9B,Riverside,General,Group Class,HIIT Class,Not Applicable,Front Desk,Cash,Black Friday,3,15.01,0.25,45.03,11.26,33.77,20.21,13.56,False
TXN-3B8A6EF795BF417D87A51824A7430929,2015-11-06,2015,Q4,11,November,CUST-A585679F816B49589CEF2B2F39439F5E,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Bank Transfer,Referral Programme,1,486.29,0.05,486.29,24.31,461.98,125.66,336.32,False
TXN-93158B3061244FFB8430B084ED44C815,2015-11-06,2015,Q4,11,November,CUST-B073615625E54ACDA43F9551E7E8F626,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,Black Friday,1,45.79,0.2,45.79,9.16,36.63,14.54,22.09,True
TXN-A49477581EB747279B8C1712CEAEDF52,2015-11-06,2015,Q4,11,November,CUST-E639DDF159BE4CB0857E5D86629B4B34,City Centre,Family,Membership,Annual Premium Membership,Premium Annual,Corporate Partner,Digital Wallet,Black Friday,1,676.68,0.3,676.68,203.0,473.68,184.14,289.54,False
TXN-5E82138621064A17AAF54A2376DEDCCB,2015-11-07,2015,Q4,11,November,CUST-C6AF8B699DFD49C786BB34F4EC0C6355,Riverside,Family,Group Class,HIIT Class,Not Applicable,Website,Card,Black Friday,1,15.06,0.25,15.06,3.77,11.29,10.03,1.26,False
TXN-9A49CF943AB549B5837CCED3DA0AB307,2015-11-09,2015,Q4,11,November,CUST-21C29824F0EC40FC94E27143C37AC5ED,Riverside,Student,Supplement,Protein Powder,Not Applicable,Front Desk,Cash,No Campaign,1,32.05,0.03,32.05,0.96,31.09,23.76,7.33,False
TXN-866957396F754E6695961060BA25963D,2015-11-10,2015,Q4,11,November,CUST-0FE5ECEF431145998B50D75AD6739AB3,City Centre,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Mobile App,Digital Wallet,Black Friday,1,43.2,0.2,43.2,8.64,34.56,22.33,12.23,False
TXN-F136F20B47C641B99520B4421884D225,2015-11-10,2015,Q4,11,November,CUST-C848DF337CAC4759AB1B12E309CE64BB,Northside,Young Professional,Supplement,Energy Drink,Not Applicable,Front Desk,Card,No Campaign,1,3.34,0.0,3.34,0.0,3.34,3.21,0.13,False
TXN-5B0B71B0A3774F539940081D97FE33F1,2015-11-11,2015,Q4,11,November,CUST-D1B9B1DDA45E424AB7DD51137ED4DF08,Northside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Bank Transfer,Black Friday,1,43.66,0.25,43.66,10.91,32.75,14.16,18.59,False
TXN-61222A4E55F443CDB61077497DFA3017,2015-11-11,2015,Q4,11,November,CUST-E25DB3EE215640198FA5F871C9ED6DA0,Riverside,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,Black Friday,1,45.09,0.15,45.09,6.76,38.33,14.37,23.96,True
TXN-6D22A35F83B148ACB5B73C0BC9C8CCC9,2015-11-11,2015,Q4,11,November,CUST-FFFB6A8092324E40ABD2B71D27F7FAFF,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Card,Black Friday,1,63.74,0.15,63.74,9.56,54.18,22.34,31.84,True
TXN-EFE8C57A556342309DDABE55B03D9C3F,2015-11-11,2015,Q4,11,November,CUST-A33B1564ED46432D9F41B1C3012A3209,City Centre,Student,Group Class,HIIT Class,Not Applicable,Front Desk,Card,Referral Programme,1,15.46,0.05,15.46,0.77,14.69,10.62,4.07,False
TXN-3880C4E728704CD89D5BADD31843D728,2015-11-12,2015,Q4,11,November,CUST-18907AC5C7494CDCA45CE0CC5F83F2A6,Riverside,Student,Group Class,Yoga Class,Not Applicable,Front Desk,Bank Transfer,No Campaign,2,12.05,0.0,24.1,0.0,24.1,12.95,11.15,False
TXN-580E66466150480F99FDAF9E186D8D55,2015-11-12,2015,Q4,11,November,CUST-6445F8F05D1A41C0800867AEDEAB9867,City Centre,Family,Merchandise,Gym T-Shirt,Not Applicable,Website,Card,Black Friday,1,22.96,0.3,22.96,6.89,16.07,15.43,0.64,False
TXN-FDB0C7B48D3147AF8DF48D3F5E8B7560,2015-11-12,2015,Q4,11,November,CUST-7925C171776E42B1A1E4B036FD758986,Northside,Family,Personal Training,10-Session Personal Training Package,Not Applicable,Corporate Partner,Bank Transfer,No Campaign,1,345.18,0.0,345.18,0.0,345.18,131.28,213.9,False
TXN-3CFD6651493F4591BDBFFB7702F79D0F,2015-11-14,2015,Q4,11,November,CUST-DCC7940601B3440D872A343EBFED19E9,Northside,Young Professional,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,Referral Programme,1,11.61,0.1,11.61,1.16,10.45,8.11,2.34,False
TXN-51BC4AB1ACA440BA8D8BEF46E5CF513C,2015-11-14,2015,Q4,11,November,CUST-621F9F0166BA44B6B507FABAD2D6B8F9,City Centre,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,No Campaign,1,43.21,0.0,43.21,0.0,43.21,22.75,20.46,False
TXN-D272D991CC7E43D6B6C5FB3283C9101A,2015-11-14,2015,Q4,11,November,CUST-FFD206B409CC44B2B5C860782E86207A,City Centre,Young Professional,Membership,Annual Premium Membership,Premium Annual,Website,Card,Black Friday,1,661.92,0.2,661.92,132.38,529.54,173.32,356.22,False
TXN-CFBABBC3366C4162825ABA4F5B0FCDFC,2015-11-16,2015,Q4,11,November,CUST-EDFE125B4FA54E62BB470BB603FED506,City Centre,Young Professional,Membership,Annual Basic Membership,Basic Annual,Corporate Partner,Cash,Referral Programme,1,459.0,0.1,459.0,45.9,413.1,114.12,298.98,False
TXN-9F03E74F8BCF4A2D8C7F589DA4A48161,2015-11-17,2015,Q4,11,November,CUST-9847383199FE4CCD86892629D152A024,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,Black Friday,1,47.19,0.25,47.19,11.8,35.39,15.63,19.76,False
TXN-A5B47E2260944594A82046A243070BE1,2015-11-17,2015,Q4,11,November,CUST-8273CEAF4B42440E9179C6BBB139768C,Northside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,43.26,0.0,43.26,0.0,43.26,13.62,29.64,True
TXN-CF0643E45CC44EBDA8C97818826D2FBB,2015-11-17,2015,Q4,11,November,CUST-3EC1D871F3804FFB90E594FCBC6297F4,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,Referral Programme,1,46.75,0.1,46.75,4.67,42.08,14.98,27.1,True
TXN-E4EE54993BBB4F3D916FCA7573678535,2015-11-17,2015,Q4,11,November,CUST-B6886A6967344E8B93A89C86FDCDCEB8,City Centre,Young Professional,Membership,Annual Basic Membership,Basic Annual,Front Desk,Card,No Campaign,1,465.14,0.0,465.14,0.0,465.14,111.7,353.44,False
TXN-EBFC29185AE04D4EB50F588DAB8F016B,2015-11-17,2015,Q4,11,November,CUST-EA8D6673099740B99E8D2067CF8924A2,Northside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Corporate Partner,Direct Debit,Black Friday,1,62.42,0.15,62.42,9.36,53.06,20.59,32.47,True
TXN-4CB2063E4D6B46FFA3D35DC0DD37D384,2015-11-18,2015,Q4,11,November,CUST-CB532F245A834E869D64F93B212337D4,City Centre,General,Membership,Annual Basic Membership,Basic Annual,Corporate Partner,Card,No Campaign,1,468.5,0.0,468.5,0.0,468.5,115.96,352.54,False
TXN-70AFE1D002E74546AAAAE4F008C6DCB6,2015-11-18,2015,Q4,11,November,CUST-49FA8A6B94D1415FB50894C313EC1DDB,City Centre,Young Professional,Membership,Annual Premium Membership,Premium Annual,Front Desk,Card,Black Friday,1,657.52,0.25,657.52,164.38,493.14,180.54,312.6,False
TXN-8B602BA085034619948D1C7ACF76A067,2015-11-18,2015,Q4,11,November,CUST-3063A7B635884C229BB8CFFBC0C8F32C,Riverside,Student,Group Class,HIIT Class,Not Applicable,Front Desk,Cash,Black Friday,1,14.92,0.3,14.92,4.48,10.44,9.97,0.47,False
TXN-9A318C1B8D0744889F945398F67E369C,2015-11-18,2015,Q4,11,November,CUST-15B7EC1FDD0E4324846F758E3B2D0460,City Centre,Young Professional,Membership,Corporate Membership,Corporate Annual,Front Desk,Direct Debit,Black Friday,1,491.93,0.2,491.93,98.39,393.54,119.48,274.06,True
TXN-FDF8C3F75D2B43259AFAC90E3A96B0D0,2015-11-18,2015,Q4,11,November,CUST-D44393855227478B8528420ACEDDB7D2,Riverside,Family,Joining Fee,Joining Fee,Not Applicable,Front Desk,Cash,Black Friday,1,29.9,0.15,29.9,4.48,25.42,7.52,17.9,False
TXN-D60DF250A5C4431F99C5B0EA0C169370,2015-11-19,2015,Q4,11,November,CUST-B386770B391945A189B05B98EC7FA9B0,City Centre,Student,Group Class,HIIT Class,Not Applicable,Website,Card,Black Friday,2,15.54,0.3,31.08,9.32,21.76,16.0,5.76,False
TXN-760B7431E92F4905AF1F979FF960D0C7,2015-11-20,2015,Q4,11,November,CUST-4C19B0F9FF6A4C0F84F780ECA3F628B9,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,Black Friday,1,65.61,0.2,65.61,13.12,52.49,22.32,30.17,True
TXN-4AECA352AE8B4416B39FDF521578AB9C,2015-11-21,2015,Q4,11,November,CUST-66963B4474CA4412B6C1542D7F17CB6C,Riverside,General,Joining Fee,Joining Fee,Not Applicable,Front Desk,Bank Transfer,No Campaign,1,29.8,0.0,29.8,0.0,29.8,7.37,22.43,False
TXN-6A650FFB50B24C5BB7BB84888F1DA173,2015-11-22,2015,Q4,11,November,CUST-DF242917086943A79FEACB66D01AA244,Riverside,Young Professional,Supplement,Protein Powder,Not Applicable,Front Desk,Cash,Black Friday,2,32.01,0.2,64.02,12.8,51.22,43.8,7.42,False
TXN-60E994E1A0A94726A3865E805E0C16E2,2015-11-23,2015,Q4,11,November,CUST-8378DD637FF54C3294AB7FD87830CB3A,Northside,Family,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,Black Friday,1,42.78,0.25,42.78,10.7,32.08,13.5,18.58,True
TXN-83AF83E6958D49EE94CC698722AB8495,2015-11-23,2015,Q4,11,November,CUST-48C0A8D2354C4472A4CF1628DDD105E8,Northside,Family,Merchandise,Gym T-Shirt,Not Applicable,Website,Card,No Campaign,1,21.63,0.0,21.63,0.0,21.63,15.95,5.68,False
TXN-787F7CA3243F47C5AEEC813292B644B1,2015-11-24,2015,Q4,11,November,CUST-DF96612DC6F34CDA82D76CB22B86A384,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,Black Friday,1,46.23,0.2,46.23,9.25,36.98,14.99,21.99,True
TXN-E7F855A07CDD4CD3818F054FCFAB9BA3,2015-11-24,2015,Q4,11,November,CUST-F0C0328A347B4CA9AE8F094926CA7452,City Centre,Senior,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,No Campaign,1,12.23,0.0,12.23,0.0,12.23,9.03,3.2,False
TXN-4B791118D61848EEAF1034020C859724,2015-11-25,2015,Q4,11,November,CUST-81021490173A46F1B94F2201D34D52DF,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Card,No Campaign,1,67.8,0.03,67.8,2.03,65.77,22.47,43.3,True
TXN-9EC65BD9207A469FBA39FA7AFEFABB16,2015-11-25,2015,Q4,11,November,CUST-BA7DDD902F1243F898C37A098535DFA5,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,Black Friday,1,45.03,0.15,45.03,6.75,38.28,14.72,23.56,True
TXN-5DCC87712D0845D9AD3D82967E85494B,2015-11-26,2015,Q4,11,November,CUST-DE80FD83D6234894B1A8B55ED0FA83B2,City Centre,Family,Group Class,Spin Class,Not Applicable,Corporate Partner,Digital Wallet,Black Friday,2,14.34,0.3,28.68,8.6,20.08,14.8,5.28,False
TXN-7BAE80B88C104D96BD33E2E0A20A6544,2015-11-26,2015,Q4,11,November,CUST-E8BE24AFA444459AA9CC97FF5F5CEA7E,City Centre,General,Membership,Monthly Premium Membership,Premium Monthly,Website,Direct Debit,Referral Programme,1,67.0,0.05,67.0,3.35,63.65,23.67,39.98,True
TXN-FE4279272F4545928FAF9601D510E6B8,2015-11-26,2015,Q4,11,November,CUST-4DBD4B8FD2FE47408EC1F8112B5CA675,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Website,Direct Debit,Black Friday,1,64.56,0.2,64.56,12.91,51.65,22.38,29.27,True
TXN-68E796CD8C79435299803674F5EBBEA4,2015-11-29,2015,Q4,11,November,CUST-A897FAE4B7FE427797613E7810D9C83D,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,Black Friday,1,45.53,0.15,45.53,6.83,38.7,14.13,24.57,True
TXN-68CAEF5497F042D890B7DF3FB7CD66E8,2015-11-30,2015,Q4,11,November,CUST-CAC8F596F05C490A896CA8240A10CEF9,City Centre,Family,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Direct Debit,Black Friday,1,363.64,0.2,363.64,72.73,290.91,143.8,147.11,False
TXN-749043BDDDC142218EC649CF26D6C330,2015-11-30,2015,Q4,11,November,CUST-9B081196D566485EA2AF1EC863F33C85,Northside,Young Professional,Supplement,Protein Powder,Not Applicable,Front Desk,Direct Debit,Black Friday,2,30.8,0.2,61.6,12.32,49.28,41.75,7.53,False
TXN-D49898E2E352406397355D8966C7AF37,2015-11-30,2015,Q4,11,November,CUST-89FC35698E554AB3A78C5D3AB9BE2838,Riverside,Student,Personal Training,Single Personal Training Session,Not Applicable,Mobile App,Card,Black Friday,1,41.51,0.25,41.51,10.38,31.13,20.88,10.25,False
TXN-0DE4ACA0FBFD45CD80F725C07D9FE70C,2015-12-01,2015,Q4,12,December,CUST-471A80327ADE4828882C02296BC0457A,Riverside,Young Professional,Group Class,Spin Class,Not Applicable,Mobile App,Card,No Campaign,2,14.16,0.03,28.32,0.85,27.47,14.2,13.27,False
TXN-6E919D78D2C64626AEE3A6D8C48EC702,2015-12-01,2015,Q4,12,December,CUST-A3CF256A904241FEA44A598BD8F14BEF,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Card,No Campaign,1,63.89,0.0,63.89,0.0,63.89,22.37,41.52,True
TXN-73E6B63CE3A94C9990B707975DEAE768,2015-12-01,2015,Q4,12,December,CUST-079E6337F9D040E78C9D62F903853291,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.25,0.0,46.25,0.0,46.25,15.0,31.25,True
TXN-B09E39BE090D4F598638013396950054,2015-12-01,2015,Q4,12,December,CUST-269E7572BDC24527B1702358347421BA,Riverside,Senior,Membership,Monthly Premium Membership,Premium Monthly,Website,Card,No Campaign,1,65.19,0.0,65.19,0.0,65.19,22.71,42.48,False
TXN-98AEB2ABED114DF6AD927673B52D51C6,2015-12-02,2015,Q4,12,December,CUST-896926BCBCD342648032ACD767FE2D07,Northside,General,Group Class,Spin Class,Not Applicable,Website,Card,No Campaign,1,13.34,0.03,13.34,0.4,12.94,8.92,4.02,False
TXN-A3D552C713A44D61BF25C5C0B97F92E2,2015-12-02,2015,Q4,12,December,CUST-CB20E6B7AB2C41729041A5C1B4960201,City Centre,Senior,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,Referral Programme,1,376.6,0.1,376.6,37.66,338.94,151.81,187.13,False
TXN-D36B16873A494790961B90EAB9A49416,2015-12-02,2015,Q4,12,December,CUST-C21D5CD791A44DFCBE4BB0E4C6E8C9D7,City Centre,Young Professional,Membership,Annual Premium Membership,Premium Annual,Telephone,Bank Transfer,No Campaign,1,668.81,0.0,668.81,0.0,668.81,173.74,495.07,False
TXN-7C067A0A0343422492A92F4977DB9B20,2015-12-05,2015,Q4,12,December,CUST-273D51ACFCAC462EB9A6ACF835C5B7F3,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,Referral Programme,1,64.29,0.05,64.29,3.21,61.08,21.88,39.2,True
TXN-AB4C8ACAB2554132B3C1434E3DC61D1C,2015-12-05,2015,Q4,12,December,CUST-8380718AE2774A2CADB8831536F5FD20,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Direct Debit,No Campaign,1,44.82,0.0,44.82,0.0,44.82,14.48,30.34,True
TXN-84203279A0B74AE7BB8CFEB81248732C,2015-12-07,2015,Q4,12,December,CUST-3272A331EC9644DEA35D53EDA4D235D3,City Centre,General,Personal Training,10-Session Personal Training Package,Not Applicable,Website,Digital Wallet,No Campaign,1,367.11,0.0,367.11,0.0,367.11,145.23,221.88,False
TXN-EBAEF011124B40F5A70D27779139E66D,2015-12-07,2015,Q4,12,December,CUST-A9E1B4A351A146309D91AAE9CBBC9E86,City Centre,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.02,0.03,46.02,1.38,44.64,14.81,29.83,True
TXN-C2DF7B7D46864CD192A907EAEF77B483,2015-12-09,2015,Q4,12,December,CUST-7D68BEF4532A48C3BCF690407C17F5D2,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.18,0.0,46.18,0.0,46.18,15.3,30.88,True
