order_id,order_datetime,financial_year,week_number,day_name,site,customer_type,service_line,item_name,membership_tier,sales_source,acquisition_channel,staff_id,fulfilment_status,units,list_price_gbp,promotion_code,discount_gbp,refund_gbp,net_sales_gbp,direct_cost_gbp,contribution_margin_gbp,satisfaction_score
ORD001979,2022-01-25,FY2021/22,4,Tuesday,Northside,Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Existing Customer,SYSTEM,Completed,1,67.08,NEWYEAR15,10.06,0.0,57.02,13.59,43.43,4.4
ORD001980,2022-01-26,FY2021/22,4,Wednesday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,50.37,NONE,0.0,0.0,50.37,9.94,40.43,4.2
ORD001981,2022-01-27,FY2021/22,4,Thursday,Riverside,Casual Visitor,Recovery,Compression Recovery Session,Not Applicable,Reception,Paid Social,RV-RE-05,Completed,1,27.5,NEWYEAR15,4.12,0.0,23.38,16.12,7.26,3.2
ORD001982,2022-01-27,FY2021/22,4,Thursday,Northside,Member,Coaching,Personal Training Session,Not Applicable,Corporate Portal,Existing Customer,,Completed,1,48.24,NEWYEAR15,7.24,0.0,41.0,25.59,15.41,4.5
ORD001983,2022-01-27,FY2021/22,4,Thursday,Northside,Member,Retail,Protein Shake,Not Applicable,Web Store,Corporate Partnership,SYSTEM,Completed,1,5.21,NEWYEAR15,0.78,0.0,4.43,2.88,1.55,4.2
ORD001983,2022-01-27,FY2021/22,4,Thursday,Northside,Member,Retail,Protein Shake,Not Applicable,Web Store,Corporate Partnership,SYSTEM,Completed,1,5.21,NEWYEAR15,0.78,0.0,4.43,2.88,1.55,4.2
ORD001984,2022-01-28,FY2021/22,4,Friday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Refunded,1,70.94,NONE,0.0,70.94,0.0,5.35,-5.35,2.2
ORD001985,2022-01-28,FY2021/22,4,Friday,Northside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Organic Search,SYSTEM,Refunded,1,67.2,NEWYEAR15,10.08,42.84,14.28,5.05,9.23,2.7
ORD001986,2022-01-28,FY2021/22,4,Friday,Northside,Member,Recovery,Compression Recovery Session,Not Applicable,Reception,Existing Customer,NS-RE-04,Completed,1,26.95,NONE,0.0,0.0,26.95,16.3,10.65,4.9
ORD001987,2022-01-30,FY2021/22,4,Sunday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Mobile App,Paid Social,SYSTEM,Completed,1,19.83,NONE,0.0,0.0,19.83,2.74,17.09,4.8
ORD001988,2022-01-30,FY2021/22,4,Sunday,Riverside,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,69.15,NEWYEAR15,10.37,0.0,58.78,14.55,44.23,4.5
ORD001989,2022-01-31,FY2021/22,5,Monday,Northside,Member,Retail,Resistance Band,Not Applicable,Corporate Portal,Paid Social,SYSTEM,Completed,1,11.9,NEWYEAR15,1.78,0.0,10.12,5.73,4.39,5.0
ORD001990,2022-01-31,FY2021/22,5,Monday,City Centre,Member,Retail,Branded Hoodie,Not Applicable,Web Store,Email,SYSTEM,Completed,1,43.27,NEWYEAR15,6.49,0.0,36.78,24.61,12.17,5.0
ORD001991,2022-02-01,FY2021/22,5,Tuesday,Riverside,Member,Coaching,Personal Training Session,Not Applicable,Reception,Referral,RV-CO-01,Completed,1,49.47,NONE,0.0,0.0,49.47,27.98,21.49,2.9
ORD001992,2022-02-01,FY2021/22,5,Tuesday,Riverside,Member,Group Class,Strength Circuit Class,Not Applicable,Corporate Portal,Existing Customer,RV-GR-01,Completed,1,14.3,NONE,0.0,0.0,14.3,9.19,5.11,3.1
ORD001993,2022-02-01,FY2021/22,5,Tuesday,Online,Student,Digital,Virtual Coaching Subscription,Digital,Phone,Organic Search,SYSTEM,Completed,1,19.91,NONE,0.0,0.0,19.91,2.71,17.2,3.7
ORD001994,2022-02-03,FY2021/22,5,Thursday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Web Store,Organic Search,SYSTEM,Completed,1,19.71,NONE,0.0,0.0,19.71,2.89,16.82,3.6
ORD001995,2022-02-03,FY2021/22,5,Thursday,City Centre,Family Add-on,Membership,Annual Saver Membership,Annual Saver,Reception,Walk-in,SYSTEM,Completed,1,478.75,NONE,0.0,0.0,478.75,73.49,405.26,4.1
ORD001996,2022-02-04,FY2021/22,5,Friday,Northside,Student,Group Class,Boxing Fitness Class,Not Applicable,Web Store,Organic Search,NS-GR-08,Completed,1,17.3,NONE,0.0,0.0,17.3,10.66,6.64,3.8
ORD001997,2022-02-04,FY2021/22,5,Friday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Phone,Existing Customer,SYSTEM,Completed,1,67.59,NONE,0.0,0.0,67.59,13.6,53.99,
ORD001998,2022-02-04,FY2021/22,5,Friday,Riverside,Member,Recovery,Sports Massage,Not Applicable,Corporate Portal,Paid Social,RV-RE-04,No Show,1,59.92,NONE,0.0,17.98,41.94,26.65,15.29,2.4
ORD001999,2022-02-04,FY2021/22,5,Friday,City Centre,Member,Retail,Protein Shake,Not Applicable,Web Store,Existing Customer,SYSTEM,Completed,1,5.42,NONE,0.0,0.0,5.42,2.94,2.48,4.1
ORD002000,2022-02-04,FY2021/22,5,Friday,Northside,Member,Group Class,Boxing Fitness Class,Not Applicable,Reception,Walk-in,NS-GR-13,Completed,1,17.2,NONE,0.0,0.0,17.2,10.14,7.06,5.0
ORD002001,2022-02-05,FY2021/22,5,Saturday,Riverside,Returning Member,Membership,Flex Monthly Membership,Flex,Reception,Walk-in,SYSTEM,Refunded,1,42.78,NONE,0.0,21.39,21.39,2.64,18.75,1.8
ORD002002,2022-02-05,FY2021/22,5,Saturday,City Centre,Member,Retail,Resistance Band,Not Applicable,Reception,Paid Social,SYSTEM,Completed,2,12.52,NONE,0.0,0.0,25.04,12.38,12.66,4.1
ORD002003,2022-02-06,FY2021/22,5,Sunday,Riverside,Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Referral,SYSTEM,Completed,1,68.14,NONE,0.0,0.0,68.14,14.74,53.4,3.5
ORD002004,2022-02-06,FY2021/22,5,Sunday,Northside,Family Add-on,Group Class,Pilates Class,Not Applicable,Reception,Referral,NS-GR-10,Completed,2,15.21,REFER10,3.04,0.0,27.38,14.76,12.62,4.1
ORD002005,2022-02-07,FY2021/22,6,Monday,Northside,Family Add-on,Membership,Flex Monthly Membership,Flex,Corporate Portal,Email,SYSTEM,Completed,1,41.82,REFER10,4.18,0.0,37.64,7.8,29.84,4.5
ORD002006,2022-02-07,FY2021/22,6,Monday,City Centre,Corporate Employee,Group Class,Strength Circuit Class,Not Applicable,Reception,Corporate Partnership,CC-GR-06,Completed,1,15.06,NONE,0.0,0.0,15.06,9.81,5.25,5.0
ORD002007,2022-02-07,FY2021/22,6,Monday,Riverside,Family Add-on,Membership,Flex Monthly Membership,Flex,Reception,Existing Customer,SYSTEM,Completed,1,42.6,NONE,0.0,0.0,42.6,7.39,35.21,3.5
ORD002008,2022-02-07,FY2021/22,6,Monday,Northside,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Reception,Email,SYSTEM,Completed,1,66.45,NONE,0.0,0.0,66.45,14.14,52.31,4.5
ORD002009,2022-02-07,FY2021/22,6,Monday,Northside,Casual Visitor,Coaching,Eight Session Coaching Pack,Not Applicable,Mobile App,Paid Social,NS-CO-05,Completed,1,347.37,NONE,0.0,0.0,347.37,155.78,191.59,3.7
ORD002010,2022-02-07,FY2021/22,6,Monday,City Centre,Member,Group Class,Boxing Fitness Class,Not Applicable,Reception,Existing Customer,,Completed,2,18.07,NONE,0.0,0.0,36.14,18.28,17.86,4.6
ORD002011,2022-02-08,FY2021/22,6,Tuesday,Northside,Casual Visitor,Membership,Annual Saver Membership,Annual Saver,Web Store,Corporate Partnership,SYSTEM,Completed,1,456.6,NONE,0.0,0.0,456.6,69.56,387.04,4.3
ORD002012,2022-02-08,FY2021/22,6,Tuesday,Northside,Member,Membership,Flex Monthly Membership,Flex,Reception,Walk-in,SYSTEM,Completed,1,42.66,NONE,0.0,0.0,42.66,7.92,34.74,5.0
ORD002013,2022-02-08,FY2021/22,6,Tuesday,Northside,Member,Membership,Flex Monthly Membership,Flex,Reception,Referral,SYSTEM,Completed,1,42.07,NONE,0.0,0.0,42.07,7.67,34.4,3.6
ORD002014,2022-02-09,FY2021/22,6,Wednesday,City Centre,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,71.19,NONE,0.0,0.0,71.19,15.01,56.18,3.9
ORD002015,2022-02-09,FY2021/22,6,Wednesday,Riverside,Student,Retail,Branded Hoodie,Not Applicable,Corporate Portal,Organic Search,SYSTEM,No Show,4,41.31,NONE,0.0,49.57,115.67,65.71,49.96,2.0
ORD002016,2022-02-10,FY2021/22,6,Thursday,City Centre,Student,Membership,Unlimited Monthly Membership,Unlimited,Corporate Portal,Paid Social,SYSTEM,Completed,1,70.69,NONE,0.0,0.0,70.69,15.25,55.44,4.9
ORD002017,2022-02-10,FY2021/22,6,Thursday,Northside,Member,Coaching,Personal Training Session,Not Applicable,Reception,Referral,NS-CO-07,Completed,1,48.55,NONE,0.0,0.0,48.55,27.38,21.17,4.8
ORD002018,2022-02-11,FY2021/22,6,Friday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,50.64,NONE,0.0,0.0,50.64,10.22,40.42,4.7
ORD002019,2022-02-11,FY2021/22,6,Friday,Northside,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Referral,SYSTEM,Completed,1,66.6,NONE,0.0,0.0,66.6,14.52,52.08,
ORD002020,2022-02-11,FY2021/22,6,Friday,Northside,Returning Member,Membership,Flex Monthly Membership,Flex,Reception,Organic Search,SYSTEM,Completed,1,42.66,NONE,0.0,0.0,42.66,7.58,35.08,4.4
ORD002021,2022-02-13,FY2021/22,6,Sunday,Northside,Returning Member,Membership,Flex Monthly Membership,Flex,Corporate Portal,Referral,SYSTEM,Completed,1,41.7,NONE,0.0,0.0,41.7,7.35,34.35,5.0
ORD002022,2022-02-13,FY2021/22,6,Sunday,Northside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,46.86,NONE,0.0,0.0,46.86,8.94,37.92,
ORD002023,2022-02-14,FY2021/22,7,Monday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Phone,Corporate Partnership,SYSTEM,Refunded,1,50.75,NONE,0.0,50.75,0.0,3.45,-3.45,2.8
ORD002024,2022-02-14,FY2021/22,7,Monday,Online,Casual Visitor,Digital,Virtual Coaching Subscription,Digital,Mobile App,Paid Social,SYSTEM,Completed,1,19.6,NONE,0.0,0.0,19.6,2.86,16.74,4.3
ORD002025,2022-02-15,FY2021/22,7,Tuesday,Northside,Member,Retail,Protein Shake,Not Applicable,Mobile App,Paid Social,SYSTEM,Completed,1,5.18,NONE,0.0,0.0,5.18,2.84,2.34,4.6
ORD002026,2022-02-15,FY2021/22,7,Tuesday,Northside,Corporate Employee,Coaching,Personal Training Session,Not Applicable,Mobile App,Email,NS-CO-06,Refunded,1,48.64,NONE,0.0,48.64,0.0,12.07,-12.07,2.2
ORD002027,2022-02-16,FY2021/22,7,Wednesday,Northside,Member,Group Class,Strength Circuit Class,Not Applicable,Reception,Email,NS-GR-02,Completed,1,13.98,NONE,0.0,0.0,13.98,8.62,5.36,4.3
ORD002028,2022-02-17,FY2021/22,7,Thursday,Northside,Member,Coaching,Eight Session Coaching Pack,Not Applicable,Reception,Existing Customer,NS-CO-06,Completed,1,341.62,NONE,0.0,0.0,341.62,154.04,187.58,4.0
ORD002029,2022-02-17,FY2021/22,7,Thursday,City Centre,Member,Coaching,Personal Training Session,Not Applicable,Web Store,Email,CC-CO-05,Completed,1,51.39,NONE,0.0,0.0,51.39,29.57,21.82,4.3
ORD002030,2022-02-18,FY2021/22,7,Friday,Northside,Student,Retail,Resistance Band,Not Applicable,Mobile App,Referral,SYSTEM,Completed,2,12.02,NONE,0.0,0.0,24.04,12.31,11.73,4.5
ORD002031,2022-02-18,FY2021/22,7,Friday,Riverside,Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,68.8,NONE,0.0,0.0,68.8,13.93,54.87,3.3
ORD002032,2022-02-18,FY2021/22,7,Friday,Northside,Returning Member,Membership,Student Off-Peak Membership,Student Off-Peak,Reception,Referral,SYSTEM,Completed,1,30.32,REFER10,3.03,0.0,27.29,5.3,21.99,4.0
ORD002033,2022-02-19,FY2021/22,7,Saturday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Mobile App,Existing Customer,SYSTEM,Completed,1,19.6,NONE,0.0,0.0,19.6,2.87,16.73,4.8
ORD002034,2022-02-19,FY2021/22,7,Saturday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,71.34,NONE,0.0,0.0,71.34,14.91,56.43,4.2
ORD002035,2022-02-21,FY2021/22,8,Monday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Paid Social,SYSTEM,Completed,1,70.37,NONE,0.0,0.0,70.37,15.02,55.35,4.6
ORD002036,2022-02-22,FY2021/22,8,Tuesday,City Centre,Corporate Employee,Coaching,Personal Training Session,Not Applicable,Reception,Corporate Partnership,CC-CO-08,Completed,1,51.44,NONE,0.0,0.0,51.44,28.0,23.44,5.0
ORD002037,2022-02-23,FY2021/22,8,Wednesday,Northside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Email,SYSTEM,Completed,1,66.87,REFER10,6.69,0.0,60.18,13.5,46.68,4.3
ORD002038,2022-02-23,FY2021/22,8,Wednesday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Mobile App,Corporate Partnership,SYSTEM,No Show,1,47.85,NONE,0.0,14.36,33.49,6.84,26.65,3.0
ORD002039,2022-02-24,FY2021/22,8,Thursday,Northside,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Walk-in,SYSTEM,Completed,1,66.13,REFER10,6.61,0.0,59.52,13.89,45.63,4.8
ORD002040,2022-02-25,FY2021/22,8,Friday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Phone,Corporate Partnership,SYSTEM,Completed,1,50.56,NONE,0.0,0.0,50.56,9.82,40.74,4.3
ORD002041,2022-02-25,FY2021/22,8,Friday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Mobile App,Email,SYSTEM,Completed,1,44.78,NONE,0.0,0.0,44.78,8.29,36.49,5.0
ORD002042,2022-02-26,FY2021/22,8,Saturday,City Centre,Returning Member,Group Class,Strength Circuit Class,Not Applicable,Mobile App,Email,CC-GR-08,Completed,1,14.91,REFER10,1.49,0.0,13.42,9.59,3.83,4.9
ORD002043,2022-02-26,FY2021/22,8,Saturday,Northside,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,67.09,NONE,0.0,0.0,67.09,14.0,53.09,3.5
ORD002044,2022-02-26,FY2021/22,8,Saturday,City Centre,Student,Membership,Annual Saver Membership,Annual Saver,Web Store,Corporate Partnership,SYSTEM,Completed,1,486.37,NONE,0.0,0.0,486.37,78.39,407.98,4.9
ORD002045,2022-02-27,FY2021/22,8,Sunday,City Centre,Member,Membership,Annual Saver Membership,Annual Saver,Reception,Referral,SYSTEM,Completed,1,485.66,NONE,0.0,0.0,485.66,81.33,404.33,3.7
ORD002046,2022-02-28,FY2021/22,9,Monday,City Centre,Student,Group Class,Boxing Fitness Class,Not Applicable,Corporate Portal,Walk-in,CC-GR-11,Completed,1,18.2,NONE,0.0,0.0,18.2,11.32,6.88,5.0
ORD002047,2022-02-28,FY2021/22,9,Monday,City Centre,Returning Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Email,SYSTEM,Completed,1,477.52,REFER10,47.75,0.0,429.77,75.23,354.54,4.3
ORD002048,2022-03-01,FY2021/22,9,Tuesday,City Centre,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Existing Customer,SYSTEM,Completed,1,71.97,REFER10,7.2,0.0,64.77,14.42,50.35,4.0
ORD002049,2022-03-01,FY2021/22,9,Tuesday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,70.67,NONE,0.0,0.0,70.67,15.04,55.63,4.0
ORD002050,2022-03-01,FY2021/22,9,Tuesday,City Centre,Member,Recovery,Sports Massage,Not Applicable,Mobile App,Organic Search,CC-RE-03,Completed,1,62.57,NONE,0.0,0.0,62.57,36.99,25.58,3.7
ORD002051,2022-03-01,FY2021/22,9,Tuesday,Riverside,Student,Membership,Annual Saver Membership,Annual Saver,Reception,Existing Customer,SYSTEM,Completed,1,459.25,NONE,0.0,0.0,459.25,71.27,387.98,3.8
ORD002052,2022-03-01,FY2021/22,9,Tuesday,City Centre,Member,Retail,Protein Shake,Not Applicable,Web Store,Paid Social,SYSTEM,Completed,1,5.5,NONE,0.0,0.0,5.5,3.05,2.45,4.6
ORD002053,2022-03-02,FY2021/22,9,Wednesday,Riverside,Student,Coaching,Personal Training Session,Not Applicable,Mobile App,Paid Social,RV-CO-03,Completed,1,50.08,NONE,0.0,0.0,50.08,27.36,22.72,4.6
ORD002054,2022-03-04,FY2021/22,9,Friday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Mobile App,Referral,SYSTEM,Completed,1,48.72,NONE,0.0,0.0,48.72,9.87,38.85,
ORD002055,2022-03-04,FY2021/22,9,Friday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,48.98,REFER10,4.9,0.0,44.08,9.49,34.59,4.4
ORD002056,2022-03-06,FY2021/22,9,Sunday,Riverside,Student,Membership,Annual Saver Membership,Annual Saver,Reception,Organic Search,SYSTEM,Completed,1,462.32,NONE,0.0,0.0,462.32,71.29,391.03,5.0
ORD002057,2022-03-06,FY2021/22,9,Sunday,City Centre,Casual Visitor,Retail,Resistance Band,Not Applicable,Reception,Referral,SYSTEM,Completed,1,12.7,NONE,0.0,0.0,12.7,6.06,6.64,4.2
ORD002058,2022-03-06,FY2021/22,9,Sunday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Organic Search,SYSTEM,Completed,1,67.53,NONE,0.0,0.0,67.53,13.72,53.81,4.6
ORD002059,2022-03-07,FY2021/22,10,Monday,Riverside,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,68.17,NONE,0.0,0.0,68.17,14.64,53.53,4.3
ORD002060,2022-03-07,FY2021/22,10,Monday,Northside,Member,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Existing Customer,SYSTEM,Completed,1,47.07,NONE,0.0,0.0,47.07,9.78,37.29,5.0
ORD002061,2022-03-08,FY2021/22,10,Tuesday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Reception,Email,SYSTEM,Completed,1,44.78,NONE,0.0,0.0,44.78,8.14,36.64,5.0
ORD002062,2022-03-08,FY2021/22,10,Tuesday,Riverside,Member,Membership,Flex Monthly Membership,Flex,Web Store,Referral,SYSTEM,Completed,1,43.17,REFER10,4.32,0.0,38.85,7.81,31.04,4.1
ORD002063,2022-03-08,FY2021/22,10,Tuesday,Northside,Member,Group Class,Pilates Class,Not Applicable,Phone,Existing Customer,NS-GR-02,No Show,1,15.1,NONE,0.0,4.53,10.57,7.67,2.9,3.5
ORD002064,2022-03-08,FY2021/22,10,Tuesday,Riverside,Corporate Employee,Membership,Annual Saver Membership,Annual Saver,Mobile App,Email,SYSTEM,Completed,1,455.42,NONE,0.0,0.0,455.42,70.45,384.97,4.2
ORD002065,2022-03-10,FY2021/22,10,Thursday,Riverside,Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Existing Customer,SYSTEM,Completed,1,456.8,REFER10,45.68,0.0,411.12,71.28,339.84,4.6
ORD002066,2022-03-10,FY2021/22,10,Thursday,Northside,Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Walk-in,SYSTEM,Completed,1,450.78,NONE,0.0,0.0,450.78,73.72,377.06,4.7
ORD002067,2022-03-11,FY2021/22,10,Friday,City Centre,Returning Member,Membership,Annual Saver Membership,Annual Saver,Reception,Organic Search,SYSTEM,Completed,1,475.32,NONE,0.0,0.0,475.32,72.91,402.41,5.0
ORD002068,2022-03-11,FY2021/22,10,Friday,Northside,Family Add-on,Recovery,Compression Recovery Session,Not Applicable,Mobile App,Organic Search,NS-RE-01,Completed,1,26.66,RECOVERY10,2.67,0.0,23.99,16.16,7.83,5.0
ORD002069,2022-03-11,FY2021/22,10,Friday,City Centre,Casual Visitor,Coaching,Eight Session Coaching Pack,Not Applicable,Web Store,Organic Search,CC-CO-08,Completed,1,364.25,NONE,0.0,0.0,364.25,164.2,200.05,3.8
ORD002070,2022-03-12,FY2021/22,10,Saturday,Northside,Student,Membership,Unlimited Monthly Membership,Unlimited,Reception,Organic Search,SYSTEM,Completed,1,67.61,REFER10,6.76,0.0,60.85,14.69,46.16,3.4
ORD002071,2022-03-12,FY2021/22,10,Saturday,City Centre,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Existing Customer,SYSTEM,Completed,1,70.36,NONE,0.0,0.0,70.36,14.86,55.5,4.9
ORD002072,2022-03-12,FY2021/22,10,Saturday,City Centre,Family Add-on,Coaching,Eight Session Coaching Pack,Not Applicable,Reception,Existing Customer,CC-CO-02,Refunded,1,365.81,NONE,0.0,274.36,91.45,61.17,30.28,2.4
ORD002073,2022-03-12,FY2021/22,10,Saturday,City Centre,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Web Store,Walk-in,SYSTEM,Refunded,1,32.33,NONE,0.0,16.16,16.17,1.83,14.34,2.5
ORD002074,2022-03-12,FY2021/22,10,Saturday,Riverside,Corporate Employee,Coaching,Personal Training Session,Not Applicable,Mobile App,Corporate Partnership,RV-CO-09,No Show,1,50.12,NONE,0.0,15.04,35.08,20.9,14.18,3.4
ORD002075,2022-03-12,FY2021/22,10,Saturday,Northside,Casual Visitor,Group Class,Strength Circuit Class,Not Applicable,Reception,Organic Search,NS-GR-01,Completed,1,13.95,REFER10,1.4,0.0,12.55,8.74,3.81,4.2
ORD002076,2022-03-13,FY2021/22,10,Sunday,Riverside,Student,Group Class,Boxing Fitness Class,Not Applicable,Reception,Walk-in,RV-GR-12,Completed,1,17.76,NONE,0.0,0.0,17.76,11.15,6.61,4.4
ORD002077,2022-03-13,FY2021/22,10,Sunday,City Centre,Member,Membership,Annual Saver Membership,Annual Saver,Corporate Portal,Referral,SYSTEM,Completed,1,486.3,REFER10,48.63,0.0,437.67,80.66,357.01,3.9
ORD002078,2022-03-14,FY2021/22,11,Monday,Riverside,Member,Group Class,Boxing Fitness Class,Not Applicable,Reception,Organic Search,RV-GR-08,Completed,1,17.77,REFER10,1.78,0.0,15.99,10.85,5.14,4.4
ORD002079,2022-03-14,FY2021/22,11,Monday,Riverside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Phone,Organic Search,SYSTEM,Completed,1,30.47,NONE,0.0,0.0,30.47,5.18,25.29,4.2
ORD002080,2022-03-14,FY2021/22,11,Monday,Riverside,Member,Membership,Flex Monthly Membership,Flex,Web Store,Referral,SYSTEM,Completed,1,43.41,NONE,0.0,0.0,43.41,7.94,35.47,4.3
ORD002081,2022-03-14,FY2021/22,11,Monday,City Centre,Member,Recovery,Sports Massage,Not Applicable,Web Store,Email,CC-RE-03,Completed,1,63.12,NONE,0.0,0.0,63.12,37.36,25.76,3.3
ORD002082,2022-03-15,FY2021/22,11,Tuesday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Email,SYSTEM,Completed,1,70.68,NONE,0.0,0.0,70.68,15.29,55.39,3.1
ORD002083,2022-03-16,FY2021/22,11,Wednesday,City Centre,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Paid Social,SYSTEM,Completed,1,32.15,NONE,0.0,0.0,32.15,5.22,26.93,
ORD002084,2022-03-16,FY2021/22,11,Wednesday,Riverside,Member,Recovery,Sports Massage,Not Applicable,Reception,Existing Customer,RV-RE-05,Completed,1,59.64,REFER10,5.96,0.0,53.68,36.91,16.77,4.4
ORD002085,2022-03-16,FY2021/22,11,Wednesday,City Centre,Casual Visitor,Group Class,Boxing Fitness Class,Not Applicable,Mobile App,Referral,CC-GR-13,Completed,1,18.37,NONE,0.0,0.0,18.37,11.31,7.06,3.9
ORD002086,2022-03-16,FY2021/22,11,Wednesday,City Centre,Member,Membership,Student Off-Peak Membership,Student Off-Peak,Reception,Referral,SYSTEM,Completed,1,31.74,NONE,0.0,0.0,31.74,5.25,26.49,4.0
ORD002087,2022-03-17,FY2021/22,11,Thursday,Northside,Family Add-on,Membership,Flex Monthly Membership,Flex,Reception,Existing Customer,SYSTEM,Completed,1,42.12,NONE,0.0,0.0,42.12,7.47,34.65,4.3
ORD002088,2022-03-17,FY2021/22,11,Thursday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Mobile App,Organic Search,SYSTEM,Completed,1,45.06,NONE,0.0,0.0,45.06,7.86,37.2,4.4
ORD002089,2022-03-17,FY2021/22,11,Thursday,Northside,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,67.1,NONE,0.0,0.0,67.1,13.75,53.35,4.0
ORD002090,2022-03-17,FY2021/22,11,Thursday,Riverside,Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Referral,SYSTEM,Completed,1,468.77,NONE,0.0,0.0,468.77,77.41,391.36,5.0
ORD002091,2022-03-17,FY2021/22,11,Thursday,Riverside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Reception,Email,SYSTEM,Completed,1,31.11,REFER10,3.11,0.0,28.0,5.37,22.63,3.6
ORD002092,2022-03-18,FY2021/22,11,Friday,Online,Corporate Employee,Digital,Virtual Coaching Subscription,Digital,Mobile App,Corporate Partnership,SYSTEM,Completed,1,19.61,NONE,0.0,0.0,19.61,2.71,16.9,3.6
ORD002093,2022-03-18,FY2021/22,11,Friday,Northside,Returning Member,Recovery,Compression Recovery Session,Not Applicable,Reception,Walk-in,NS-RE-05,Completed,1,26.73,NONE,0.0,0.0,26.73,16.3,10.43,3.7
ORD002094,2022-03-19,FY2021/22,11,Saturday,Riverside,Casual Visitor,Membership,Flex Monthly Membership,Flex,Web Store,Email,SYSTEM,Completed,1,43.49,NONE,0.0,0.0,43.49,7.45,36.04,4.8
ORD002095,2022-03-19,FY2021/22,11,Saturday,City Centre,Member,Group Class,Strength Circuit Class,Not Applicable,Web Store,Referral,CC-GR-12,Completed,1,15.03,NONE,0.0,0.0,15.03,9.53,5.5,4.5
ORD002096,2022-03-21,FY2021/22,12,Monday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Web Store,Paid Social,SYSTEM,Completed,1,19.74,NONE,0.0,0.0,19.74,2.89,16.85,
ORD002097,2022-03-21,FY2021/22,12,Monday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,69.04,NONE,0.0,0.0,69.04,14.21,54.83,4.6
ORD002098,2022-03-21,FY2021/22,12,Monday,Online,Student,Digital,Virtual Coaching Subscription,Digital,Web Store,Corporate Partnership,SYSTEM,Completed,1,19.55,NONE,0.0,0.0,19.55,2.61,16.94,5.0
